FULL NAME,GP,MPG,USG%,FT%,3P%,eFG%,PPG,RPG,APG,SPG,BPG,TO,VI,ORTG,DRTG
Khem Birch,48,19.2,10.2,0.653,0,0.51,4.4,4.6,1,0.42,0.48,0.65,5.7,120.6,103.1
Wilson Chandler,35,21,12.9,0.87,0.306,0.505,5.9,4.2,1.1,0.46,0.34,0.97,5.7,99,100.7
Damyean Dotson,48,17.4,16.5,0.667,0.362,0.516,6.7,1.9,1.2,0.48,0.08,0.44,5.7,109.6,112.8
Wayne Ellington,36,15.5,15,0.846,0.35,0.494,5.1,1.8,1.2,0.36,0.11,0.5,5.7,105.6,110.3
Maurice Harkless,12,23.8,12.4,0.625,0.28,0.508,6.8,3.3,1.7,0.75,0.25,0.58,5.7,113.5,107
Wes Iwundu,52,18.3,13.7,0.804,0.341,0.478,5.8,2.5,1.2,0.48,0.25,0.52,5.7,112.4,105.1
Derrick Jones Jr.,59,23.3,13.9,0.772,0.28,0.58,8.5,3.9,1.1,1,0.63,0.51,5.7,125.8,102.5
Patty Mills,66,22.5,20.4,0.866,0.382,0.56,11.6,1.6,1.8,0.8,0.09,0.82,5.7,115.3,111.1
Georges Niang,66,14,17.2,0.833,0.4,0.578,5.9,1.9,0.7,0.27,0.08,0.45,5.7,113,105.1
Anfernee Simons,70,20.7,18.7,0.826,0.332,0.468,8.3,2.2,1.4,0.37,0.14,0.87,5.7,101.6,111.2
Marvin Williams,17,18.9,8.7,0.857,0.308,0.544,4,4.4,1.1,0.59,0.47,0.47,5.7,118.3,95.2
Al-Farouq Aminu,18,21.1,13.2,0.655,0.25,0.343,4.3,4.9,1.2,1,0.44,0.94,5.6,88.2,103.7
Vince Carter,60,14.6,16.6,0.793,0.302,0.452,5,2.1,0.8,0.38,0.42,0.55,5.6,94.6,109.2
Hamidou Diallo,46,19.5,18.4,0.603,0.281,0.473,6.9,3.6,0.8,0.8,0.2,1.11,5.6,94.3,99.5
Jerami Grant,71,26.6,18,0.747,0.389,0.556,12,3.5,1.2,0.7,0.8,0.89,5.6,116.2,107.6
Jerian Grant,6,13.4,17.1,0.714,0.25,0.407,4.5,1,1.5,0.17,0.17,0.5,5.6,98.7,108.4
Udonis Haslem,4,11,13.7,0.75,0.333,0.409,3,4,0.3,0,0,0.25,5.6,96.9,94.9
Juancho Hernangomez,34,12.4,14.3,0.64,0.25,0.414,3.1,2.8,0.6,0.15,0.15,0.53,5.6,94.4,108
Talen Horton-Tucker,6,13.5,19.6,0.5,0.308,0.533,5.7,1.2,1,1.33,0.17,1,5.6,97.1,95.7
Kevin Knox II,65,17.9,17.9,0.653,0.327,0.44,6.4,2.8,0.9,0.35,0.43,0.69,5.6,97.3,107.9
Juwan Morgan,21,6.4,11,0.75,0.375,0.635,1.7,1.4,0.3,0.05,0.1,0.29,5.6,121,98.8
Svi Mykhailiuk,56,22.6,17.1,0.814,0.404,0.552,9,1.9,1.9,0.73,0.07,1.09,5.6,110.3,110.6
Terrence Ross,69,27.4,22.8,0.853,0.351,0.508,14.7,3.2,1.2,1.12,0.35,1.01,5.6,106.4,107.1
JaKarr Sampson,34,13.8,13.2,0.667,0.154,0.6,4.6,2.6,0.6,0.47,0.35,0.44,5.6,117.6,96.9
Tyrone Wallace,14,11.5,15.9,0.647,0.067,0.33,2.9,1.6,0.9,0.5,0.07,0.71,5.6,80,106.6
Kent Bazemore,43,25.8,15.9,0.806,0.327,0.433,7.9,4,1.4,1.05,0.72,1.4,5.5,91.9,106.4
Jordan Bone,10,5.3,18.1,0,0.2,0.3,1.2,0.4,0.8,0.1,0,0.2,5.5,76.4,106.4
Zylan Cheatham,4,12.8,10.4,0,0,0.667,3,2.3,0.8,0.25,0.25,1,5.5,101.8,96.7
Wenyen Gabriel,11,5.6,18.7,0.6,0.125,0.382,1.7,0.9,0.3,0.27,0.18,0.45,5.5,86.8,103.5
Justin Jackson,65,16.1,15.4,0.84,0.294,0.466,5.5,2.4,0.8,0.23,0.15,0.22,5.5,107.9,109.1
Glenn Robinson III,14,19.3,15.2,0.917,0.333,0.571,7.7,3.1,0.8,0.71,0.14,0.36,5.5,123.1,106.4
Thabo Sefolosha,41,10.6,10.4,0.375,0.278,0.489,2.2,2.3,0.6,0.59,0.29,0.37,5.5,102.7,101.9
Grant Williams,69,15.1,11.6,0.722,0.25,0.469,3.4,2.6,1,0.43,0.52,0.72,5.5,102.9,95.4
Kenrich Williams,39,21.3,8.9,0.346,0.258,0.432,3.5,4.8,1.5,0.69,0.54,0.56,5.5,102.2,104.2
Darius Bazley,61,18.5,15.2,0.694,0.348,0.472,5.6,4,0.7,0.38,0.67,0.74,5.4,96.2,105.9
Dewayne Dedmon,34,15.9,18.5,0.821,0.197,0.444,5.1,4.9,0.4,0.44,0.76,1.38,5.4,88.4,94.9
Bryn Forbes,63,25.1,18.5,0.833,0.388,0.544,11.2,2,1.7,0.52,0,0.9,5.4,109.5,111.6
Donta Hall,5,17.1,12.9,0.417,0,0.778,6.6,4.6,0.4,0.4,1,0.6,5.4,130.4,94.7
Furkan Korkmaz,72,21.7,18.4,0.755,0.402,0.556,9.8,2.3,1.1,0.57,0.22,0.82,5.4,110.3,107.8
Nassir Little,48,11.9,13.7,0.636,0.237,0.477,3.6,2.3,0.5,0.27,0.31,0.31,5.4,108,105.8
Marcus Morris Sr.,19,28.9,15.8,0.818,0.31,0.5,10.1,4.1,1.4,0.68,0.68,1.26,5.4,100.8,102.1
Anthony Tolliver,33,16.8,11.2,0.684,0.337,0.496,3.9,3.3,0.9,0.24,0.27,0.64,5.4,105.7,109
Dean Wade,12,6,9.8,0,0.5,0.769,1.7,1.6,0.2,0.17,0.33,0.25,5.4,121.8,104
Corey Brewer,5,6.5,9.7,0.333,0,0.5,1,1.6,0.4,0.8,0,0.4,5.3,90.7,84.8
Charles Brown Jr.,10,4.1,24.8,1,0.333,0.395,2,0.4,0.2,0.2,0.2,0.3,5.3,93.3,113
Cristiano Felicio,22,17.5,9.1,0.783,0,0.63,3.9,4.6,0.7,0.45,0.09,0.82,5.3,128.5,106.4
Jeff Green,30,18.4,19.7,0.778,0.327,0.472,7.8,2.7,0.7,0.4,0.33,0.9,5.3,101.4,104.7
Justin Holiday,73,25,13.4,0.791,0.405,0.567,8.3,3.3,1.3,1.19,0.63,0.59,5.3,113.8,103.9
BJ Johnson,10,8.3,22.2,0.9,0.333,0.328,3,1.5,0.3,0.3,0,0.6,5.3,81.3,108.8
Vic Law,8,7.7,15.8,0.333,0.143,0.361,1.9,1.4,0.4,0.25,0,0.25,5.3,79.1,102.5
Norvel Pelle,24,9.7,13.4,0.5,0,0.521,2.4,3,0.3,0.13,1.25,0.75,5.3,93.2,86.1
Duncan Robinson,73,29.7,16,0.931,0.446,0.667,13.5,3.2,1.4,0.48,0.26,0.95,5.3,122.2,105.3
Marvin Williams,41,19.7,14,0.86,0.376,0.552,6.7,2.7,1,0.61,0.56,0.61,5.3,115.6,106.9
Ignas Brazdeikis,9,5.9,20.9,0.8,0.111,0.295,1.9,0.6,0.4,0,0.11,0.22,5.2,82.3,115.2
Deonte Burton,39,9.1,18.5,0.571,0.189,0.384,2.7,1.5,0.4,0.15,0.26,0.49,5.2,78.1,102.6
Torrey Craig,58,18.5,12.6,0.611,0.326,0.545,5.4,3.3,0.8,0.4,0.62,0.43,5.2,115,102.3
Ed Davis,28,10.8,9.4,0.5,0,0.478,1.8,3.8,0.4,0.39,0.32,0.46,5.2,109,88.2
Jacob Evans,27,15.3,17.6,0.862,0.342,0.387,4.7,1.5,1.1,0.41,0.44,0.93,5.2,86.8,108.9
Daniel Gafford,43,14.2,13.3,0.533,0,0.701,5.1,2.5,0.5,0.3,1.3,0.67,5.2,123.7,99.2
Danny Green,68,24.8,13.9,0.688,0.367,0.542,8,3.3,1.3,1.24,0.46,0.93,5.2,107.8,102.1
Rodney Hood,21,29.5,13.9,0.778,0.493,0.608,11,3.4,1.5,0.81,0.19,0.9,5.2,120.7,112.4
CJ Miles,10,16.1,18.6,0.75,0.314,0.415,6.4,1.2,1.2,1,0.4,0.4,5.2,102.9,110.8
Jared Dudley,45,8.1,8,1,0.429,0.55,1.5,1.2,0.6,0.33,0.07,0.18,5.1,116.8,98.6
Wenyen Gabriel,19,9.1,11.5,0.75,0.417,0.565,2.3,2.2,0.3,0.42,0.26,0.58,5.1,111,97.6
Danuel House Jr.,63,30.4,13.7,0.811,0.363,0.546,10.5,4.2,1.3,1.06,0.54,0.86,5.1,114.1,107.6
DaQuan Jeffries,13,10.9,13.7,0.833,0.278,0.563,3.8,1.4,0.5,0.31,0.08,0.15,5.1,120.8,102.4
Timothe Luwawu-Cabarrot,47,18.1,16.8,0.852,0.388,0.55,7.8,2.7,0.6,0.38,0.13,0.79,5.1,113.4,100.9
Garrison Mathews,18,12.6,14.4,0.912,0.413,0.598,5.4,1.3,0.6,0.44,0.06,0.44,5.1,132.2,105.9
Abdel Nader,55,15.8,17,0.773,0.375,0.559,6.3,1.8,0.7,0.42,0.36,0.78,5.1,107.4,103.8
Lance Thomas,7,14,13.2,1,0.308,0.435,3.4,1.9,0.9,0,0,0.86,5.1,90.4,103.5
Jarred Vanderbilt,9,4.6,14.7,0,0,0.714,1.1,0.9,0.2,0.33,0.11,0.78,5.1,76.3,96.9
Reggie Bullock,29,23.6,15.6,0.81,0.333,0.484,8.1,2.3,1.4,0.86,0.1,0.66,5,104.8,109.3
Langston Galloway,66,25.8,15.9,0.857,0.399,0.557,10.2,2.2,1.5,0.73,0.15,0.61,5,117.7,112.3
Eric Gordon,36,28.2,22.5,0.766,0.317,0.473,14.4,2,1.5,0.64,0.33,1.19,5,101,109.7
Gary Harris,56,31.8,15.1,0.815,0.333,0.487,10.4,2.9,2.1,1.36,0.25,1.07,5,104.8,109.2
David Nwaba,20,13.4,14.2,0.667,0.429,0.606,5.2,2.3,0.4,0.55,0.6,0.4,5,119.6,99.5
KZ Okpala,5,5.2,11.6,0.5,0,0.6,1.4,1,0.2,0.4,0.2,0.2,5,110,101.3
Avery Bradley,49,24.2,15.7,0.833,0.364,0.526,8.6,2.3,1.3,0.88,0.1,0.96,4.9,103.2,102.3
Kentavious Caldwell-Pope,69,25.5,14.7,0.775,0.385,0.558,9.3,2.1,1.6,0.84,0.2,0.9,4.9,114.4,105.2
Allen Crabbe,28,18.6,12.8,0.75,0.323,0.469,5.1,2.3,1,0.54,0.14,0.43,4.9,100.3,113.2
Treveon Graham,33,20.1,13.1,0.73,0.241,0.409,5.2,3.1,0.9,0.52,0.06,0.58,4.9,96.6,107.4
Maurice Harkless,50,22.8,10.3,0.571,0.37,0.578,5.5,4,1,0.96,0.6,0.92,4.9,108.8,99.6
Wesley Matthews,67,24.4,12.5,0.765,0.364,0.524,7.4,2.5,1.4,0.55,0.13,0.64,4.9,108.5,101.9
Miye Oni,10,10.9,15.3,0.8,0.368,0.484,3.5,1.7,0.4,0.4,0.2,0.4,4.9,103.6,104.1
Chandler Parsons,5,10.8,16.1,0,0.286,0.389,2.8,1.4,0.6,0.8,0.2,0.6,4.9,77.1,111.9
P.J. Tucker,72,34.3,8.7,0.813,0.358,0.541,6.9,6.6,1.6,1.08,0.53,1,4.9,113.5,104.3
Quinndary Weatherspoon,11,7.1,12.7,0.5,0.2,0.324,1.1,0.6,1,0.27,0.09,0.45,4.9,77.1,106.9
Rayjon Tucker,19,8.5,16.5,0.826,0.176,0.5,3.3,1.1,0.3,0.05,0.05,0.42,4.8,109,108.4
Derrick Walton Jr.,23,9.6,8.3,0.778,0.429,0.597,2.2,0.7,1,0.17,0,0.17,4.8,132.3,105.3
Donta Hall,4,12,7.9,0.667,0,0.25,1.5,3.8,0.5,0.25,0.25,0.5,4.7,109.9,95
Rodney McGruder,56,15.6,10.6,0.559,0.27,0.464,3.3,2.7,0.7,0.46,0.14,0.43,4.7,99.8,102.3
Alfonzo McKinnie,40,14.8,15.2,0.71,0.215,0.468,4.6,2.8,0.4,0.58,0.2,0.65,4.7,98.5,104.8
Malcolm Miller,28,5.8,9.6,0.375,0.364,0.552,1.3,0.6,0.4,0.18,0.07,0.14,4.7,108.3,99.3
Mychal Mulder,7,29.1,16.2,0.75,0.308,0.507,11,3.3,1.1,0.29,0.14,0.71,4.7,104.9,109.5
Landry Shamet,53,27.4,13.4,0.855,0.375,0.546,9.3,1.9,1.9,0.38,0.19,0.79,4.7,115.1,104.1
Anthony Tolliver,13,18.2,10.7,0.875,0.415,0.573,4.8,2.5,0.8,0.54,0.08,0.69,4.7,109.4,109.4
Solomon Hill,11,17,14.8,0.875,0.292,0.389,4.5,1.9,0.9,1.09,0.45,1,4.6,90.8,105.4
Jake Layman,23,22,17.7,0.75,0.333,0.52,9.1,2.5,0.7,0.74,0.39,1.04,4.6,102.2,108.3
Patrick McCaw,37,24.5,9.4,0.722,0.324,0.485,4.6,2.3,2.1,1.05,0.11,0.78,4.6,105.1,104
Ben McLemore,71,22.8,16,0.746,0.4,0.61,10.1,2.2,0.8,0.65,0.23,0.7,4.6,117.3,106
Admiral Schofield,33,11.2,11.8,0.667,0.317,0.489,3,1.4,0.5,0.24,0.12,0.21,4.6,104.5,106.4
Iman Shumpert,13,18.5,13.4,0.571,0.242,0.391,4.2,2.6,0.9,0.92,0.15,0.77,4.6,84.9,103.4
Tony Snell,59,27.8,11.4,1,0.402,0.579,8,1.9,2.2,0.54,0.25,0.53,4.6,121.8,112.4
Gary Trent Jr.,61,21.8,15.3,0.822,0.418,0.571,8.9,1.6,1,0.79,0.26,0.34,4.4,120.7,114
Gabe Vincent,9,9.2,20.2,0,0.222,0.297,2.4,0.6,0.7,0.56,0,0.11,4.4,69.6,105.4
Sekou Doumbouya,38,19.8,16.9,0.674,0.286,0.449,6.4,3.1,0.5,0.53,0.21,0.92,4.3,90.7,105.2
Jalen Lecque,5,6.3,17.3,1,0,0.4,2,0.4,0.4,0,0,0.4,4.3,85.5,108.5
Matt Mooney,4,4.7,9.1,0,0,0.25,0.5,0.8,0.3,0.5,0.25,0,4.2,69.4,107.1
Semi Ojeleye,69,14.6,9.7,0.875,0.378,0.531,3.4,2.1,0.5,0.3,0.07,0.28,4.2,115.8,104.4
Matisse Thybulle,65,19.8,11.2,0.61,0.357,0.528,4.7,1.6,1.2,1.43,0.72,0.78,4.2,104.7,100.7
Tyson Chandler,26,8.4,6,0.462,0,0.778,1.3,2.5,0.2,0.23,0.31,0.31,4.1,134.4,97.9
Troy Daniels,6,12.7,17.7,0,0.3,0.464,4.3,1,0.5,0.5,0,0.5,4.1,88.6,106.3
Luguentz Dort,36,22.8,14.2,0.792,0.297,0.461,6.8,2.3,0.8,0.89,0.11,0.61,4.1,102.4,100.9
Troy Daniels,41,11.1,16.1,0.625,0.357,0.519,4.2,1.1,0.3,0.2,0.07,0.22,4,107.6,106.5
Courtney Lee,24,14.4,11.9,0.857,0.447,0.616,4.5,1.3,0.5,0.75,0.25,0.46,4,115.9,105
Adam Mokoka,11,10.2,12.1,0.5,0.4,0.536,2.9,0.9,0.4,0.36,0,0.18,4,114.6,101.4
Zhaire Smith,7,4.6,19.7,0.5,0,0.273,1.1,0.3,0.3,0.43,0,0.29,4,64.7,97.5
Michael Kidd-Gilchrist,13,9.3,8.5,0.8,0,0.308,0.9,2.5,0.3,0.15,0.23,0.69,3.8,70.1,96.5
Romeo Langford,32,11.6,11.8,0.72,0.185,0.381,2.5,1.3,0.4,0.22,0.25,0.34,3.8,94.5,104.8
Antonius Cleveland,11,4.2,17,0.6,0,0.286,1,0.6,0.1,0.09,0.27,0.18,3.7,74.1,97.2
Allen Crabbe,9,14.6,12.5,0.5,0.231,0.412,3.2,1.3,0.6,0,0,0.56,3.7,81.1,111.2
Chasson Randle,3,13.5,7,0.833,0,0,1.7,0.7,1.7,0.67,0,0,3.7,113.2,111
Melvin Frazier Jr.,19,6.6,14,0.5,0.5,0.559,2.1,0.5,0.2,0.47,0.11,0.26,3.6,99.8,103.1
Derrick Walton Jr.,3,8.8,6.6,0,0.333,0.5,1,0.3,1.7,1,0,0.33,3.6,117.5,105.8
Gary Clark,24,14.8,10.1,1,0.35,0.561,3.6,2.9,0.2,0.17,0.63,0.33,3.5,115.4,107.2
Josh Gray,2,11.4,12.6,0,0,0.5,1,1,1,0,0,2.5,3.5,47,115.8
JR Smith,6,13.2,14.4,1,0.091,0.341,2.8,0.8,0.5,0.17,0,0.67,3.1,71.7,107.3
Anthony Tolliver,9,9.1,11.6,0.5,0.133,0.235,1,1.2,0.3,0.44,0.11,0.44,3.1,57,107.8
Terrance Ferguson,56,22.5,9.1,0.75,0.292,0.466,3.9,1.3,0.9,0.46,0.3,0.55,2.9,97.1,102.3
Michael Frazier,13,11.1,11.5,0.643,0.174,0.31,2.1,0.8,0.2,0.15,0,0.38,2.5,75.4,101.7
Khyri Thomas,8,7.7,15.5,0.5,0.357,0.441,2.1,0.1,0.4,0.38,0,0.38,2.3,88,103
Kyle Alexander,2,6.7,9.9,0,0,0.5,1,1.5,0,0,0,0.5,0,96,108.8
Keita Bates-Diop,7,14,15.7,0.8,0.333,0.518,5.3,2.4,0,0.29,0.57,0.43,0,110.9,108.1
Jonah Bolden,4,3.6,17.7,0,0,0.667,1,0.3,0,0.25,0,0.5,0,,
Jonah Bolden,3,10.9,11.5,1,0,0.25,2,2.7,0,0.67,0.67,0,0,93.3,92.8
Marques Bolden,1,2.8,0,0,0,,0,2,0,1,0,0,0,,
Brian Bowen II,6,5.2,15.5,0,0,0.3,1,1.2,0,0,0.17,0.17,0,62,101.9
Joe Chealey,4,8.4,13,1,0,0,0.5,0,0.3,1,0,0.5,0,29.7,108.5
Tyler Cook,2,9.6,11.1,1,0,0.5,2,2,0,1,0,1,0,97.8,106
Jamal Crawford,1,6,27.9,0,0.5,0.625,5,0,3,0,0,0,0,155,100.9
Jacob Evans,2,2.2,9.6,0,0,0,0,0,0,0,0,0,0,,
Dusty Hannahs,2,6.7,30.7,1,0.667,0.556,6,0.5,0,0,0,0,0,120.1,110.8
Jared Harper,3,2.6,21.5,0,0,0.25,0.7,0,0,0,0,0,0,,
William Howard,2,6.7,15.6,0,0,0,0,1,0.5,0,0,0.5,0,13.8,107.8
Stanton Kidd,4,3.8,14.3,0,0,0,0,0.8,0.3,0,0,0.5,0,,
Daryl Macon,4,3.5,15.6,0,0.5,0.5,0.8,0,0.3,0,0,0.5,0,,
J.P. Macura,1,0.6,0,0,0,,0,0,0,0,0,0,0,,
Luc Mbah a Moute,3,8.2,11.6,0.5,0,0.4,1.7,0.7,0,0.67,0,0.33,0,82.3,114.2
Eric Mika,1,19.1,8.8,1,0,0.667,6,7,0,0,0,0,0,171.2,85.6
Malik Newman,1,3.7,44.8,1,0,0,2,0,0,0,0,1,0,,
Zach Norvell Jr.,2,2.5,8.6,0,0,0,0,0.5,0,0,0,0,0,,
Tariq Owens,3,5.1,16.2,1,0,0.2,1.3,1,0,0.33,0,0,0,95.2,107.5
Isaiah Roby,3,3.8,7.7,0,0,0,0,0.7,0,0,0,0.33,0,,
Max Strus,2,3.1,23.6,1,0,0.667,2.5,0.5,0,0,0,0,0,,
Jarrod Uthoff,4,3.5,23.8,1,0,0.143,1,0.3,0,0.25,0,0,0,,
Jarrod Uthoff,3,13.1,11.6,0,0.6,0.682,5,1.7,0,0,0,0,0,134.4,119.7
Jarred Vanderbilt,2,2.6,15.2,1,0,0,1,0.5,0,0,0,0,0,,
Paul Watson,2,8.8,16.6,0,0,0,0,1,1.5,0.5,0,0,0,27.4,112.6
Tyler Zeller,2,2,44.3,0,0,0.25,1,2,0,0,0,0,0,,
